FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
1746,25757,0,545.7394523,17.7,2.11982,0.42,-43.493814,172.695381,0.044992,0.163148,0.169238146,5.061588614,0.169238146,2.86642,0.19108,93.94877
1782,25779,1.06,466.1930156,17.7,1.68305,0.42,-43.493672,172.696389,0.05994,0.227569,0.235330519,5.031712112,0.235330519,2.56669,0.45458,94.10606
1809,25802,0,252.5221943,20,2.16982,0.45,-43.5039,172.697219,-0.197736,0.194246,0.277184116,4.062467722,0.277184116,2.42348,0.63152,96.79473
1814,25811,0,255.5212938,20,2.04492,0.45,-43.50389,172.697385,-0.150565,0.166514,0.224492163,4.057855258,0.224492163,2.31464,0.63152,342.17852
1821,25813,0,217.4899083,20,1.89942,0.45,-43.503502,172.697509,-0.261911,0.212741,0.337425703,4.091659861,0.337425703,2.06909,0.52821,342.15127
1825,25817,0,213.8631701,20,2.0199,0.45,-43.503419,172.69772,-0.259361,0.176482,0.313710096,4.092857212,0.313710096,2.29769,0.15063,342.25363
1851,25840,0,282.4114079,20,2.01764,0.46,-43.50386,172.698615,-0.245901,-0.096321,0.264092856,4.020562586,0.264092856,2.28067,0.25938,342.24326
1852,25841,0,269.1910834,20,2.03259,0.46,-43.503733,172.698623,-0.265865,-0.068787,0.274619463,4.032833825,0.274619463,2.34856,0.44146,342.19112
1868,25846,0,115.6623081,20,1.89645,0.45,-43.502166,172.699126,-0.289507,0.38504,0.481736551,4.14717013,0.481736551,2.03391,0.29958,342.23065
1875,25848,0,119.9630888,20,1.79694,0.45,-43.502173,172.699378,-0.30224,0.35022,0.462604654,4.134813216,0.462604654,1.92499,0.10221,342.06936
1883,25850,0,228.0122108,20,1.97219,0.46,-43.503121,172.699737,-0.344202,0.076637,0.352630467,4.03584878,0.352630467,2.05812,0.40712,352.35256
1896,25851,0,207.8063094,20.1,2.06351,0.46,-43.502919,172.699927,-0.351617,0.066492,0.357848712,4.044422259,0.357848712,2.16913,0.0478,352.57093
1901,25852,0,243.8442801,20,2.05426,0.46,-43.503245,172.699948,-0.330897,0.041963,0.333547175,4.015227153,0.333547175,2.25328,0.64521,352.54948
1907,25853,0.53,258.4916665,20,2.17899,0.46,-43.503363,172.700191,-0.339546,0.004102,0.339570777,3.993639187,0.339570777,2.28699,0.53116,352.52075
1921,25854,0,122.9733007,20,2.03406,0.45,-43.502141,172.700525,-0.465682,0.10184,0.476687645,4.085009055,0.476687645,2.17167,0.02469,359.3108
1924,25855,0,136.383852,20,2.01134,0.45,-43.502261,172.700693,-0.441268,0.021949,0.441813543,4.066827382,0.441813543,2.18458,0.10174,359.26346
1971,25867,0.3,162.5878275,20,1.21035,0.44,-43.495255,172.704317,-0.57267,-0.079581,0.57817304,4.574788892,0.57817304,2.37026,0.12321,359.49102
1974,25870,0,176.4490783,20,1.48043,0.44,-43.494068,172.704624,-0.693994,-0.080396,0.698635233,4.680388279,0.698635233,2.74798,1.30119,275.48925
1980,25873,0,195.8970887,20,1.74269,0.44,-43.49424,172.704813,-0.672384,-0.032488,0.673168414,4.657096785,0.673168414,3.09634,1.31323,282.68581
2003,25877,0,248.044363,20,2.5386,0.44,-43.495045,172.705391,-0.431262,-0.097733,0.442197526,4.558494497,0.442197526,4.02121,0.69084,283.6247
2034,25890,0,319.9616909,19.5,1.74906,0.44,-43.495676,172.70628,-0.399899,-0.082489,0.408318069,4.466779871,0.408318069,3.53294,1.00817,272.33937
2049,25899,0,336.8930875,20,2.24073,0.44,-43.495751,172.706605,-0.282313,-0.003418,0.28233369,4.44871237,0.28233369,3.83014,0.79292,233.43275
2146,25947,0,306.3538444,20,1.4079,0.46,-43.500419,172.708839,-0.864876,-0.435939,0.968531521,3.916886046,0.968531521,2.79023,1.20227,237.24359
2158,25956,0,315.9961982,20.1,1.72207,0.46,-43.500428,172.709046,-0.821859,-0.360563,0.89747306,3.909128706,0.89747306,3.25868,0.09582,218.26811
2187,25973,0,516.7899842,20,1.71306,0.45,-43.496756,172.709426,-0.530647,-0.347114,0.634093343,4.231119272,0.634093343,3.88607,0.87528,218.39959
2200,25976,0,530.7001938,20,1.86658,0.45,-43.496733,172.709596,-0.493744,-0.358729,0.610302903,4.225265065,0.610302903,3.93586,0.30657,262.03929
2206,25978,0,140.3717223,20,2.45947,0.49,-43.506634,172.709619,-0.17646,0.073411,0.191121183,3.297841758,0.191121183,2.8605,0.30146,261.97241
2208,25980,0,148.2281766,20,2.53703,0.49,-43.506722,172.709622,-0.174527,0.072905,0.189142308,3.289598342,0.189142308,2.78723,0.37657,35.32544
2233,25983,0,572.8569231,20,2.06959,0.45,-43.495775,172.709825,-0.298292,-0.512293,0.592808768,4.299303335,0.592808768,4.28076,0.24827,35.36247
2253,25987,0,586.8016892,20,2.05878,0.45,-43.495674,172.70996,-0.221032,-0.528554,0.572908785,4.302220709,0.572908785,4.23589,0.27579,251.62208
2307,26004,0,49.34024454,20,1.85256,0.48,-43.506007,172.710352,-0.191311,0.127549,0.229931829,3.328986079,0.229931829,2.16036,0.16311,250.91857
2327,26014,0,38.06500942,20,1.79072,0.48,-43.506039,172.710674,-0.170074,0.1511,0.227500276,3.314361103,0.227500276,2.09493,0.42333,35.5924
2459,26066,0,527.9609842,20.3,2.65092,0.51,-43.511464,172.712389,0.18265,-0.012864,0.183102444,2.752041824,0.183102444,2.13335,0.15266,29.84683
2464,26068,0,512.6613673,20,2.61484,0.5,-43.511341,172.712476,0.183443,-0.013962,0.183973562,2.75962558,0.183973562,2.11658,0.19169,19.12207
2465,26069,0.52,554.3469415,20,2.78049,0.51,-43.511745,172.712502,0.280551,0.008145,0.280669209,2.722634559,0.280669209,2.23168,0.25436,19.11515
2471,26070,0,492.3232049,20.1,2.5867,0.5,-43.511178,172.712599,0.176749,-0.014855,0.177372151,2.769479254,0.177372151,2.04038,0.07161,19.1328
2474,26071,0,467.8817484,17.6,2.53461,0.5,-43.510964,172.712676,0.135365,-0.027139,0.138058714,2.785796599,0.138058714,2.14321,0.6144,19.06398
2475,26072,0,454.8665585,12.6,2.41735,0.5,-43.510844,172.712691,0.122967,-0.04024,0.129383696,2.796063553,0.129383696,1.91891,0.58341,19.18041
2482,26073,0,526.4304499,20,2.7093,0.51,-43.511542,172.71275,0.271479,-0.007603,0.271585443,2.7310664,0.271585443,2.15518,0.56338,19.09466
2483,26074,0,510.2768523,20,2.68369,0.51,-43.511394,172.712775,0.221072,-0.018743,0.221865115,2.74335411,0.221865115,2.09984,0.33052,19.36214
2486,26075,0,498.9297825,20,2.64987,0.51,-43.511309,172.712867,0.212993,-0.025033,0.214459015,2.747472616,0.214459015,2.13464,0.78693,19.1379
2499,26076,0,464.1002561,20,2.6522,0.51,-43.511054,172.713165,0.225941,-0.072771,0.237370921,2.759286738,0.237370921,2.25024,0.52446,19.33263
2501,26077,0,388.049531,20,2.53029,0.5,-43.510337,172.713204,0.025838,-0.018308,0.031666782,2.823249032,0.031666782,2.15796,0.05374,19.42912
2504,26078,0,444.604666,20,2.56296,0.5,-43.51089,172.713251,0.222062,-0.197076,0.296901468,2.771001295,0.296901468,1.99232,0.51286,19.15703
2511,26079,0,371.9219077,20,2.58269,0.5,-43.510237,172.713414,0.031064,-0.02105,0.03752432,2.824884347,0.03752432,2.25,0.15144,19.37653
2515,26081,0,378.746733,16,2.60666,0.5,-43.510322,172.713489,0.123998,-0.009171,0.124336685,2.814375975,0.124336685,2.22958,0.194,19.35923
2527,26084,0,372.9465735,20,2.5606,0.5,-43.510338,172.713767,0.266543,0.001842,0.266549365,2.803045159,0.266549365,2.24107,0.42316,19.37973
2529,26085,0,385.9868074,20,2.51976,0.5,-43.510473,172.713808,0.337775,0.011843,0.337982555,2.789135927,0.337982555,2.21629,0.24676,19.26173
2533,26087,0,469.5156818,19.4,2.56698,0.51,-43.511284,172.713866,0.480393,0.026785,0.481139139,2.712680563,0.481139139,1.99958,0.5124,18.93221
2536,26089,0,450.9735196,20,2.57675,0.51,-43.51114,172.713996,0.572199,0.014959,0.572394503,2.721165115,0.572394503,2.0839,1.46275,18.94036
2561,26093,0,391.879319,20,2.59114,0.51,-43.510666,172.714352,0.709799,0.01792,0.710025173,2.75232287,0.710025173,2.32968,0.06801,18.85743
2572,26094,0,389.5591152,20,2.48734,0.51,-43.510675,172.714475,0.76821,0.023328,0.768564116,2.747263424,0.768564116,2.32524,1.50852,18.84354
2593,26097,0,418.4136607,20,1.67282,0.51,-43.51101,172.714715,0.5443,0.142452,0.562632262,2.708013187,0.562632262,1.0071,0.76748,18.88698
2605,26098,0,432.3067098,20,1.61478,0.51,-43.511159,172.714787,0.405804,0.17383,0.441467729,2.691768857,0.441467729,1.11404,0.107,18.30998
2633,26102,0,380.955603,20,1.46416,0.51,-43.510789,172.715269,0.066308,0.401388,0.406828069,2.710027468,0.406828069,1.03141,0.31876,18.336
2643,26105,0,391.8691765,17.6,1.51078,0.51,-43.510921,172.715392,0.054654,0.368821,0.372848481,2.69365771,0.372848481,1.05412,0.30436,17.74885
2720,26119,0,108.2093442,20,1.77458,0.5,-43.506131,172.716718,0.094985,-0.443761,0.45381271,3.08917467,0.45381271,2.25479,0.28611,17.76078
2842,26126,0,137.2773376,20,1.57531,0.5,-43.50672,172.720022,0.067323,-0.078282,0.103249493,2.887299202,0.103249493,1.86291,0.22304,200.6755
2847,26127,0,171.1932914,20,1.57497,0.5,-43.506491,172.720347,0.040634,-0.065692,0.077243516,2.892745681,0.077243516,1.95221,0.25989,203.51527
1433,26304,0,239.2280239,15,3.11713,0.42,-43.498433,172.689385,0.105825,-0.259375,0.280132685,4.873458147,0.280132685,4.3734,1.48687,203.45034
651,26376,0,302.3105079,25,1.40674,0.46,-43.514414,172.677778,-0.122413,-0.094262,0.154500056,3.879515103,0.154500056,2.0976,0.26616,204.87201
1471,26400,0,552.6623667,25,2.32684,0.42,-43.495557,172.689793,0.015201,-0.135896,0.136743531,5.13481957,0.136743531,3.65964,0.40565,109.98389
2061,26728,0,361.664719,18,2.43208,0.44,-43.494864,172.706799,-0.249687,0.045779,0.253849,4.51897077,0.253849,4.11304,0.5022,193.86237
2056,26729,0,354.6408618,18.1,2.42132,0.44,-43.49497,172.706713,-0.261943,0.047549,0.26622367,4.513827576,0.26622367,4.0979,0.44218,268.52011
2966,26731,0,119.9807272,20,1.25487,0.52,-43.509843,172.72506,0.119773,-0.007937,0.120035693,2.40846681,0.120035693,1.7634,0.31913,270.39683
2964,26733,0,125.3272286,20,1.40282,0.52,-43.509753,172.724871,0.11809,-0.021977,0.120117595,2.423668676,0.120117595,1.96148,0.37196,195.92964
1466,26744,0,537.1957026,15,1.80247,0.46,-43.508658,172.689657,-0.138712,-0.132901,0.192103344,3.932322665,0.192103344,1.86368,0.26539,196.18033
1493,26745,0,560.8140216,15.1,1.6609,0.46,-43.50875,172.689996,-0.146046,-0.132937,0.19748843,3.90840706,0.19748843,1.91822,0.54307,255.61307
45,27185,0,582.8619004,17.8,2.20738,0.42,-43.514605,172.657535,0.224991,0.037356,0.228071087,4.655487385,0.228071087,4.50908,0.67312,253.92272
61,27188,0,558.5367614,20,2.58683,0.42,-43.514626,172.65785,0.162788,0.08238,0.182445601,4.640877684,0.182445601,5.07515,1.14778,112.53605
191,27507,0,409.0853504,20,2.94819,0.42,-43.513039,172.661469,0.091184,-0.069394,0.114586426,4.657451905,0.114586426,4.66003,0.58055,113.32638
178,27508,0,426.8789862,20,2.72888,0.42,-43.513108,172.661105,0.035924,-0.019017,0.040647018,4.663474313,0.040647018,4.21537,0.53192,129.77294
1288,27605,0,419.5666209,12.3,2.11232,0.45,-43.508144,172.688039,0.086589,-0.118872,0.147065316,4.052396604,0.147065316,2.05261,0.1349,128.05684
2402,27621,0,598.0891368,15.1,1.93875,0.46,-43.498754,172.711755,-0.341596,-0.490826,0.597994974,3.949182285,0.597994974,3.77036,0.14557,262.86814
272,28535,0,546.8672212,20,3.13997,0.42,-43.509885,172.664258,0.31961,-0.080287,0.329539913,4.829633286,0.329539913,4.58655,0.2547,214.62379
2065,28552,0,341.622658,20,2.39417,0.45,-43.496141,172.706958,-0.160604,-0.070626,0.175447077,4.39868983,0.175447077,4.15196,0.35926,157.15497
2071,28556,0,356.7848668,20,2.37321,0.45,-43.496185,172.707187,-0.231255,-0.093117,0.249298317,4.386307191,0.249298317,4.22066,0.68514,245.96873
2064,28557,0,340.9703538,13.4,2.39303,0.45,-43.496144,172.706951,-0.16254,-0.071298,0.177489877,4.398621018,0.177489877,4.15,0.35926,247.88817
2306,28597,0,464.886284,20,2.71326,0.5,-43.510235,172.710328,-0.130746,-0.011035,0.131210852,2.94381357,0.131210852,2.53561,0.22357,245.98152
458,29889,0,198.7941334,20,1.84168,0.45,-43.51462,172.673673,-0.056419,-0.162835,0.172332065,4.00404866,0.172332065,2.29621,0.57768,24.30467
1453,29922,0,244.8223683,20,2.72898,0.42,-43.498454,172.689594,0.095955,-0.330059,0.343724171,4.863411197,0.343724171,3.2518,0.73048,228.62301
2859,29944,0,142.2289858,15,1.44361,0.51,-43.506858,172.720597,0.116806,-0.192233,0.224938142,2.850354221,0.224938142,1.75598,0.28165,208.68765
2550,30417,0,409.5889571,10.1,2.68326,0.51,-43.510803,172.714225,0.730615,0.020703,0.730908265,2.744058825,0.730908265,2.24877,1.01342,207.29582
618,30793,0,417.4475903,20.1,1.48661,0.45,-43.512888,172.677015,-0.124054,-0.110955,0.166434392,4.054048506,0.166434392,2.28546,0.16355,18.95139
1574,30923,0,420.2659252,15.1,2.6397,0.42,-43.497305,172.691209,-0.027362,-0.721829,0.722347412,4.913977826,0.722347412,3.55366,1.48587,108.22487
640,30924,0,288.9039858,15,1.25811,0.46,-43.515071,172.677504,-0.327173,0.024507,0.328089569,3.824301691,0.328089569,2.01562,0.4577,211.31859
653,30925,0,271.8690476,15,1.43876,0.46,-43.515211,172.67778,-0.466654,0.130859,0.484654551,3.80153363,0.484654551,2.13065,0.29808,175.94775
1795,30942,0,197.099121,15,1.89741,0.45,-43.503479,172.696775,-0.142129,0.234404,0.274127503,4.118528642,0.274127503,2.04286,0.46883,175.7832
638,31552,0,313.2636223,20.6,1.22018,0.46,-43.514749,172.677466,-0.269735,-0.039996,0.272684158,3.856937483,0.272684158,2.02751,0.11622,342.19589
2694,32251,0,260.3522092,18.5,1.84036,0.49,-43.504493,172.716047,0.147649,-0.70031,0.715705472,3.257285298,0.715705472,2.86767,1.07466,109.62709
2693,32252,0,249.3391574,20,1.71667,0.49,-43.504593,172.716034,0.147756,-0.699209,0.714650307,3.249495084,0.714650307,2.44835,0.63696,194.17841
2738,32570,0,239.6215907,19.2,2.26302,0.49,-43.504955,172.717046,0.19194,-0.782718,0.805908451,3.171745582,0.805908451,2.91251,1.18138,194.57802
2731,32571,0,229.0111411,18.1,2.12445,0.49,-43.505023,172.716923,0.13208,-0.783944,0.794992655,3.171704487,0.794992655,2.84245,1.00731,200.74218
1419,33226,0,105.5783441,20.4,2.751,0.43,-43.499776,172.689285,0.034403,-0.247994,0.250368909,4.750333571,0.250368909,3.14527,0.66796,200.84527
806,33643,0,259.555772,20.1,3.43172,0.41,-43.498917,172.682392,-0.149819,-0.218797,0.26517515,5.123896611,0.26517515,4.08738,0.99168,217.26339
805,33644,0,266.2782359,14.1,3.34661,0.41,-43.498847,172.682377,-0.14351,-0.212812,0.256678919,5.130832364,0.256678919,4.06197,0.99168,139.21203
811,33645,0,252.7076032,12.6,3.2287,0.41,-43.498883,172.682584,-0.122882,-0.215466,0.24804351,5.1182,0.24804351,4.16022,2.01655,140.11297
815,33646,0,238.8489318,15.8,3.10338,0.41,-43.498984,172.682686,-0.119072,-0.229845,0.258856843,5.104532881,0.258856843,4.04009,2.01655,142.43733
1114,34404,0,61.45329916,15.6,2.14356,0.43,-43.501124,172.686511,-0.173652,0.714289,0.735094411,4.741394844,0.735094411,2.35597,0.2959,142.39233
1145,34405,0,99.69409335,15.6,1.98231,0.43,-43.501457,172.68684,-0.156319,0.135431,0.206826462,4.696836864,0.206826462,2.21853,0.07913,357.05334
1079,34409,0,72.42672676,14.5,2.07106,0.43,-43.501272,172.686071,-0.281049,0.401264,0.489899314,4.747317284,0.489899314,2.33029,0.25256,356.59176
2280,34430,0.3,496.0029686,19.9,1.68658,0.46,-43.498978,172.710119,-0.492734,-0.386455,0.626206245,4.006479771,0.626206245,3.71013,0.91298,344.71267
2209,34432,0.3,476.1066458,19.9,1.70223,0.46,-43.498946,172.709668,-0.66372,-0.457996,0.806402241,4.030881507,0.806402241,3.43784,0.62319,218.32851
1060,34452,0,52.92558698,19.9,2.05367,0.43,-43.501136,172.685844,-0.378634,0.621764,0.727979517,4.769623588,0.727979517,2.42084,0.10436,218.35685
1177,34453,0,59.2677624,19.9,2.26502,0.43,-43.501116,172.687178,-0.139889,0.448622,0.469926198,4.713245883,0.469926198,2.49719,0.71303,344.45606
1166,34454,0,96.82607895,19.9,1.97249,0.43,-43.501444,172.687062,-0.116148,0.098321,0.152175481,4.688367961,0.152175481,2.23203,0.48557,13.04417
2398,34571,0,573.8497106,24.8,2.74302,0.5,-43.511706,172.711635,0.118511,-0.021333,0.120415755,2.760765646,0.120415755,2.18525,0.1689,13.54185
1946,34625,0,223.1738704,19.9,1.95897,0.46,-43.503305,172.702133,-0.189756,-0.171408,0.255710856,3.909945361,0.255710856,2.28692,0.08213,20.87962
1947,34626,0,210.1334262,19.9,1.9978,0.46,-43.503185,172.702144,-0.166312,-0.168887,0.23702848,3.920083148,0.23702848,2.36624,0.13908,16.03361
1939,34627,0,219.1566316,19.9,1.9669,0.46,-43.503236,172.701986,-0.181626,-0.157627,0.240487578,3.922609729,0.240487578,2.29337,0.08213,15.99898
1641,34732,0,458.2578106,20.2,2.22521,0.43,-43.497338,172.692229,0.066693,-0.447451,0.452394025,4.874709883,0.452394025,2.9487,0.27626,16.17802
1629,34733,0,449.3476045,20.2,2.28283,0.42,-43.497345,172.691992,0.156835,-0.540967,0.563242854,4.882305404,0.563242854,2.87284,0.86014,205.22663
1644,34734,0,453.813353,20.2,2.21384,0.43,-43.497405,172.692294,0.019487,-0.456239,0.456654977,4.865891763,0.456654977,2.91087,0.12387,205.23101
260,36970,0,195.6048828,20,2.76284,0.43,-43.514112,172.66368,0.281214,-0.233158,0.365299831,4.477236804,0.365299831,3.89394,0.14168,205.21615
2341,37215,0.1,346.4952461,20,1.71662,0.47,-43.501195,172.710857,-0.443334,-0.186946,0.48113807,3.775714002,0.48113807,2.99271,0.17778,129.94992
1320,37217,0,440.2731747,20,1.79196,0.45,-43.506882,172.688238,-0.025373,-0.082397,0.086215165,4.152273693,0.086215165,1.92372,0.42945,220.86652
2031,37352,0,269.3949399,20,1.90123,0.45,-43.496608,172.70625,-0.503847,-0.135932,0.521861388,4.376185183,0.521861388,3.70232,1.86055,274.43408
1176,37535,0,347.7863542,16,2.01269,0.45,-43.506484,172.687138,-0.043789,-0.065014,0.078385564,4.238782303,0.078385564,2.09526,0.16477,251.15472
1828,37537,0,138.429967,19.5,2.07253,0.45,-43.502678,172.697843,-0.284333,0.441003,0.524717925,4.16183907,0.524717925,2.20313,0.48237,275.88223
597,37738,0,469.8975257,20,1.97442,0.45,-43.512722,172.676407,-0.06234,-0.097897,0.116060752,4.090105703,0.116060752,2.91467,0.76735,342.11705
786,37793,0,356.1860703,20,2.72001,0.41,-43.497984,172.682118,-0.133886,-0.212074,0.250800404,5.219898168,0.250800404,3.79897,0.53559,108.21729
1293,37807,0,487.6234258,20.2,2.39287,0.41,-43.495901,172.688134,0.005591,-0.283603,0.283658106,5.1631301,0.283658106,3.63474,0.5001,146.08862
2054,37811,0,563.6121813,18.3,2.96364,0.49,-43.509753,172.706611,0.075558,0.008227,0.076004572,3.147906296,0.076004572,3.2222,0.1607,184.90713
1235,38418,0,390.3223583,20.2,2.11186,0.45,-43.507908,172.687635,0.196984,-0.114014,0.227600282,4.088507689,0.227600282,2.0128,0.36369,35.38631
873,38461,0,153.1609261,20.1,3.07579,0.42,-43.499478,172.683568,-0.099555,-0.140159,0.171917839,5.020396618,0.171917839,3.51401,0.44221,262.87518
2012,38484,0,263.8774258,20,2.33917,0.44,-43.494449,172.705622,-0.322322,0.028847,0.323610292,4.609554099,0.323610292,3.80252,0.45919,146.26745
1994,38485,0,232.7567012,20,2.31874,0.44,-43.494259,172.705276,-0.609746,0.093332,0.616847669,4.639745476,0.616847669,3.8068,0.29067,273.63715
101,38637,0,442.1153959,10,2.25663,0.43,-43.515784,172.658809,-0.01317,-0.137509,0.138138242,4.494088969,0.138138242,4.30969,1.1138,283.66545
113,38638,0,421.553809,10,2.4532,0.43,-43.515828,172.659057,0.008036,-0.137055,0.137290387,4.480100032,0.137290387,4.43491,0.61038,108.12426
311,43780,0,552.746986,20,2.87509,0.42,-43.509435,172.666088,0.233598,0.046147,0.238112518,4.791894989,0.238112518,4.10298,0.10746,108.21607
2179,43791,0,125.8278682,20,1.55831,0.47,-43.502854,172.709297,-0.515985,-0.209927,0.557054634,3.665830453,0.557054634,2.33512,0.503,167.10768
1692,43900,0,193.3729481,20,1.80183,0.45,-43.504022,172.693749,-0.122668,0.122082,0.173064881,4.175850549,0.173064881,1.96122,0.35976,224.67226
463,43902,0,139.5504956,20.1,2.27989,0.45,-43.515777,172.67383,-0.06429,-0.052948,0.083286823,3.889353433,0.083286823,2.69539,0.26798,355.38464
697,43904,0,211.7151195,20,1.51704,0.46,-43.514573,172.678892,-0.470249,-0.081711,0.477295306,3.828701901,0.477295306,2.17467,0.26103,237.77693
702,43905,0,195.9195531,15.7,1.65171,0.46,-43.5147,172.679036,-0.487803,-0.074437,0.493449728,3.811115804,0.493449728,2.282,0.85454,110.12644
701,43906,0,205.1407613,12.3,1.5758,0.46,-43.514519,172.679006,-0.450331,-0.077384,0.456931388,3.8277777,0.456931388,2.14535,0.65799,110.07454
648,43917,0,342.2184362,20,1.40792,0.45,-43.513465,172.677732,-0.155876,-0.115088,0.193759065,3.974327679,0.193759065,2.15046,0.25557,110.07809
657,43918,0,339.1357066,20,1.40556,0.45,-43.513374,172.677814,-0.181893,-0.115588,0.215512527,3.980728429,0.215512527,2.18758,0.08466,109.92108
647,43919,0,350.7989504,20,1.39879,0.45,-43.513306,172.677693,-0.174628,-0.112812,0.207897777,3.991251792,0.207897777,2.11637,0.2272,108.09542
548,43920,0,343.6444196,20,1.87814,0.45,-43.514324,172.675562,-0.060751,-0.065819,0.089570223,3.963118575,0.089570223,2.53077,0.06061,108.11105
555,44027,0,512.3998682,15.7,1.65313,0.44,-43.5121,172.675722,-0.00845,-0.119831,0.120128561,4.173710046,0.120128561,2.53751,0.62298,239.51223
543,44028,0,505.45559,20,1.80831,0.44,-43.512058,172.675531,0.007717,-0.132777,0.133001067,4.184187996,0.133001067,2.81019,0.40669,222.90941
1838,44091,0,251.8981947,18.7,2.02827,0.46,-43.503682,172.698137,-0.23095,0.016858,0.23156445,4.053442698,0.23156445,2.28114,0.27079,221.27058
13,44375,0.45,557.4381923,15.1,2.09027,0.43,-43.517268,172.656363,0.228547,-0.180783,0.291403885,4.459973361,0.291403885,5.10481,0.16359,342.16463
12,44376,0,566.815821,20.5,2.08798,0.43,-43.517161,172.656338,0.234301,-0.181926,0.296637874,4.470724881,0.296637874,5.07,0.08782,130.89674
