FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
2387,22391,0,400.2243085,20.1,1.98158,0.47,-43.501,172.71155,-0.354975,-0.266057,0.443614222,3.766087544,0.443614222,3.28,0.11726,221.5962
2378,22392,0,399.4873468,20.1,1.91067,0.47,-43.50092,172.71142,-0.379565,-0.276795,0.469771286,3.779122499,0.469771286,3.33908,0.06726,224.07252
1910,22417,0,270.4172567,20,2.26773,0.46,-43.50347,172.70027,-0.34304,-0.023188,0.34382281,3.980692302,0.34382281,2.52977,0.53116,222.10316
1919,22418,0,283.8630463,20.1,2.22416,0.46,-43.50359,172.70048,-0.350008,-0.059918,0.355099658,3.960495933,0.355099658,2.50643,0.38033,359.47037
1914,22419,0,280.4692741,20.1,2.28292,0.46,-43.50356,172.70038,-0.348762,-0.049629,0.352275418,3.96776574,0.352275418,2.53543,0.38033,359.48922
2285,22422,0,293.6379663,15,1.63662,0.47,-43.501345,172.710152,-0.677776,-0.198458,0.70623359,3.783348527,0.70623359,3.03014,0.67442,359.50355
2313,22423,0,306.4087254,21.1,1.71675,0.47,-43.5014,172.710432,-0.632303,-0.170238,0.654819105,3.768969282,0.654819105,3.02489,0.21127,226.0022
1997,22511,1.5,536.7483845,9.9,2.19904,0.48,-43.508684,172.705275,0.056688,0.021005,0.06045444,3.30033678,0.06045444,2.56372,1.31618,229.75932
2019,22515,0,298.8515667,9.9,3.2174,0.48,-43.506165,172.705883,0.045879,0.108226,0.117548925,3.491976954,0.117548925,3.51249,0.57266,40.37952
1943,22517,1.5,515.8465466,9.9,2.81389,0.47,-43.506348,172.702098,-0.102323,-0.167058,0.195903986,3.648114104,0.195903986,3.15742,0.54198,43.00492
1957,22518,1.5,424.2376027,9.9,2.69671,0.47,-43.505849,172.703046,-0.055961,-0.12494,0.136900099,3.646158585,0.136900099,2.90227,0.46904,39.54273
1966,22519,1.5,334.9262495,9.9,2.72386,0.47,-43.505363,172.70397,-0.025746,0.008707,0.027178454,3.646573852,0.027178454,2.73003,1.8971,39.61279
1936,22520,1.5,571.3290209,9.9,2.79713,0.47,-43.506643,172.701513,-0.106907,-0.147622,0.18226728,3.651618135,0.18226728,3.27472,0.34265,39.65711
1773,22660,1.5,494.8177416,9.9,1.75372,0.42,-43.493472,172.696058,-0.033083,0.185107,0.188040119,5.064140726,0.188040119,2.23238,0.26023,39.58803
368,22666,1.5,517.852417,10,2.14477,0.42,-43.509514,172.66926,0.135113,-0.05585,0.146201044,4.656297194,0.146201044,3.00166,0.35217,95.43044
2388,22810,0,254.9362849,15.1,1.93686,0.48,-43.502756,172.711568,-0.21447,-0.287719,0.358858752,3.600093798,0.358858752,3.0603,0.3894,179.11561
2391,22816,0,271.3655623,15.1,2.02436,0.48,-43.502566,172.711585,-0.250837,-0.239107,0.346542,3.618193752,0.346542,2.94211,0.39883,222.01654
233,22826,0,182.3739642,15,2.88374,0.43,-43.515298,172.662642,0.190888,-0.19126,0.27021957,4.396542259,0.27021957,4.07365,0.3495,223.38171
289,22996,0,435.6941625,15.1,2.45828,0.42,-43.510826,172.664731,0.249671,0.486403,0.546738957,4.723851915,0.546738957,4.1797,4.15217,125.26788
290,22997,0,414.7137299,15.1,2.96759,0.42,-43.511007,172.664809,0.291126,0.469636,0.55255074,4.704112884,0.55255074,4.4958,0.31223,157.16925
1598,23078,0,579.8959884,15.1,1.32903,0.46,-43.507488,172.691511,-0.203175,-0.095843,0.224646303,3.949700335,0.224646303,1.9904,0.19025,157.18247
1928,23213,1.5,529.7925429,9.9,3.29507,0.47,-43.505931,172.700955,-1.00786,-0.083868,1.011343473,3.738387931,1.011343473,3.75044,0.25525,5.49921
1105,23233,0,348.2354567,10,2.64444,0.41,-43.497103,172.6864,0.013389,-0.063658,0.065050798,5.117282924,0.065050798,3.57182,0.57036,16.12966
1042,23240,1.5,329.8015848,9.9,2.88817,0.41,-43.497281,172.685594,0.002504,-0.06713,0.067176684,5.133706379,0.067176684,3.81409,0.65784,180.29553
932,23248,0,100.787078,19.5,3.574,0.42,-43.499792,172.684088,-0.058568,-0.163596,0.173763811,4.968841,0.173763811,4.20219,1.21414,176.38574
930,23249,0,87.66831233,19.4,3.2044,0.42,-43.499946,172.684063,-0.016303,-0.265664,0.266163763,4.95612995,0.266163763,3.72803,2.35277,146.15893
4,23402,0,438.6826126,19.9,2.31255,0.43,-43.520258,172.655099,0.380622,-0.41625,0.564036497,4.254338581,0.564036497,5.11081,0.23927,146.05858
1,23403,0,460.8006238,19.9,1.96544,0.43,-43.520311,172.654764,0.325355,-0.41725,0.529106264,4.265877016,0.529106264,4.58344,0.60838,114.56849
281,23422,5,274.8764762,20,2.61778,0.42,-43.512583,172.664368,0.427443,-0.178978,0.463401168,4.584061923,0.463401168,3.84785,0.18064,113.61316
287,23423,0,234.4091883,19.9,2.67377,0.43,-43.512872,172.664676,0.285554,-0.082609,0.297263072,4.544386413,0.297263072,3.8647,0.4011,146.14856
2727,23454,0,196.1356743,19.3,2.0014,0.49,-43.505323,172.716862,0.055511,-0.744992,0.747057261,3.149345868,0.747057261,2.74573,0.451,146.86638
80,23487,0,512.4648529,19.9,1.96655,0.42,-43.514735,172.658407,-0.026626,-0.155095,0.157363919,4.608510345,0.157363919,4.05744,1.49324,200.65814
71,23494,0,532.6147768,19.9,2.22355,0.42,-43.514734,172.658135,0.045785,-0.095509,0.105916171,4.619381321,0.105916171,4.12026,1.34649,114.10027
20,23561,0,429.2976619,20.5,2.81665,0.43,-43.51875,172.656627,0.348906,-0.318603,0.472486263,4.31546104,0.472486263,5.31388,1.11864,113.13416
2339,23672,0,146.349365,19.9,1.69442,0.48,-43.503584,172.710822,-0.296641,-0.382488,0.484038173,3.543610672,0.484038173,2.32818,0.50564,133.63735
2335,23674,0,128.1470193,19.9,1.7975,0.48,-43.503764,172.71076,-0.315999,-0.367976,0.485037838,3.528301082,0.485037838,2.2736,1.15937,222.06492
1678,23699,5,402.441567,9.9,2.03644,0.43,-43.498235,172.693325,-0.019163,-0.430839,0.431264959,4.748987785,0.431264959,2.44765,0.10983,221.9252
350,23700,7.5,395.3218454,9.9,2.7642,0.43,-43.510648,172.668148,0.130407,-0.638797,0.65197208,4.594193712,0.65197208,3.58658,0.50027,140.78907
2888,23841,0,48.42142999,9.9,1.43327,0.51,-43.509952,172.721,0.095505,-0.426843,0.437397018,2.574887219,0.437397018,1.31419,0.15233,172.8199
2882,23845,0,57.41840416,10,1.47251,0.51,-43.509994,172.720905,0.088662,-0.455925,0.464465882,2.575995222,0.464465882,1.28887,0.09101,57.84235
2290,23930,0,171.4385891,30.8,1.85761,0.47,-43.502881,172.710193,-0.540363,-0.213564,0.581035071,3.632581784,0.581035071,2.75385,0.21526,57.93684
2324,23931,0,197.2175197,20,1.91685,0.47,-43.502843,172.710636,-0.400235,-0.185194,0.441004391,3.621549471,0.441004391,2.82907,0.20596,216.5355
2356,23932,0,210.4672993,21.3,2.0762,0.48,-43.50301,172.711134,0.424518,-0.395839,0.58043436,3.589089436,0.58043436,3.01054,0.12315,219.278
2428,23933,0,262.887737,32.3,1.9152,0.48,-43.50292,172.711963,-0.168407,-0.318566,0.360340414,3.571704511,0.360340414,2.64012,0.11447,222.00817
1221,23982,0,342.5039239,14.8,1.9084,0.44,-43.504318,172.68753,-0.146242,-0.11524,0.186190709,4.409529382,0.186190709,2.0442,0.6398,221.77235
2368,24054,0,162.5866368,30.1,1.78727,0.48,-43.503701,172.7113,-0.299714,-0.451257,0.541720742,3.516538989,0.541720742,2.48761,0.32591,287.4656
2377,24055,0,156.7589103,30.7,1.86032,0.48,-43.50384,172.711404,-0.298463,-0.439453,0.531224154,3.499668543,0.531224154,2.5286,0.39332,221.82763
2421,24056,0,187.300057,30.2,1.94824,0.48,-43.503801,172.711915,-0.275197,-0.512336,0.581568195,3.487021505,0.581568195,2.91236,1.12569,222.03964
2389,24057,0,173.9919661,30.8,1.9246,0.48,-43.503742,172.711573,-0.277736,-0.489435,0.56274675,3.503705321,0.56274675,2.63894,0.51877,215.42317
1725,24183,1.5,579.4584614,9.9,1.80458,0.42,-43.493326,172.695027,-0.16561,0.326371,0.365984565,5.12154234,0.365984565,2.34706,0.29118,221.97328
1808,24224,1.5,398.6669932,10.1,2.03186,0.42,-43.493417,172.697264,0.14084,0.292957,0.325053395,5.019027508,0.325053395,2.72661,1.84433,96.2228
2068,24229,0,264.2129422,10.4,2.89873,0.48,-43.506484,172.707009,0.007308,0.103892,0.104148714,3.415786642,0.104148714,3.1547,0.13699,97.68572
2450,24290,0,205.063444,20.4,1.90605,0.48,-43.503778,172.712249,-0.295091,-0.510079,0.589287099,3.478753388,0.589287099,2.59235,0.59281,40.97176
1878,24327,5,152.4880346,9.9,2.23352,0.44,-43.498956,172.699536,0.096985,-0.415964,0.427120755,4.413637805,0.427120755,2.5806,0.90481,214.3305
1865,24349,0.1,133.3624509,15,2.04845,0.45,-43.502362,172.699006,-0.261581,0.356208,0.441937506,4.135815482,0.441937506,2.22922,0.53639,92.27016
1328,24451,0,437.291601,25.1,1.83229,0.45,-43.505725,172.688362,-0.063182,-0.235603,0.243927733,4.247387483,0.243927733,2.00119,0.35996,342.02434
356,24457,0,594.8033708,25.1,2.05557,0.42,-43.508834,172.668326,0.211977,0.004651,0.212028018,4.757066752,0.212028018,2.90771,0.54491,275.83947
2035,24458,0.5,307.735425,20,1.95922,0.44,-43.495964,172.706361,-0.402008,-0.079056,0.409707558,4.43573051,0.409707558,3.37139,0.86101,176.54722
531,24500,0.01,458.5256087,15,1.72969,0.44,-43.512508,172.675344,-0.031133,-0.148519,0.151747017,4.146553537,0.151747017,2.60347,0.68914,238.97319
532,24502,0.01,444.7632223,15,1.86183,0.45,-43.512723,172.675396,-0.05144,-0.140133,0.149276024,4.12384782,0.149276024,2.70244,0.18309,223.99443
219,24664,0,254.1286146,15,2.6404,0.43,-43.514635,172.662202,0.229816,-0.23147,0.326180555,4.47638302,0.326180555,3.92846,0.6667,226.01312
591,24771,0,520.1903182,25,1.5704,0.44,-43.510343,172.676187,0.075426,-0.107821,0.131584382,4.31946979,0.131584382,2.61032,0.24745,125.33401
2338,24784,0,264.850709,20.1,2.24756,0.47,-43.502158,172.710794,-0.348576,-0.13516,0.37386288,3.683172639,0.37386288,3.32777,0.77888,75.04599
2359,24785,0,275.9076969,20,2.09166,0.47,-43.502251,172.71118,-0.268078,-0.172214,0.318627488,3.66179586,0.318627488,3.19517,0.86154,216.51636
1109,24896,0.5,254.2601818,18.1,2.01135,0.45,-43.509645,172.686403,0.199241,-0.009043,0.199446113,3.960050022,0.199446113,1.99244,0.16853,219.30827
1822,25066,0,166.0661637,18.9,2.03833,0.45,-43.503014,172.69752,-0.267834,0.275443,0.384192527,4.139180878,0.384192527,2.17974,0.22909,253.96183
1270,25078,0,477.3579686,15.5,2.69339,0.48,-43.516561,172.687859,-0.246454,-0.046501,0.250802546,3.255685168,0.250802546,3.7422,1.60709,342.19374
1248,25080,0,481.9449427,18.1,2.47569,0.48,-43.51677,172.687753,-0.229787,-0.027128,0.231382786,3.24089942,0.231382786,3.82572,0.72938,299.27213
1381,25081,0,230.0917566,10.4,3.84822,0.42,-43.49838,172.688856,0.117723,-0.188479,0.222222947,4.899045477,0.222222947,4.94201,1.24686,302.17674
1979,25102,0,195.6827794,14.4,1.52273,0.44,-43.494432,172.704778,-0.502438,-0.084654,0.50951962,4.639407814,0.50951962,2.81473,1.38665,194.54804
302,25157,0,298.3483096,24.9,3.04198,0.42,-43.511975,172.66536,0.55264,0.14481,0.571297563,4.592738611,0.571297563,4.25678,0.17839,273.53976
421,25180,0,79.23292146,15,3.0014,0.45,-43.514992,172.67212,-0.177496,-0.248429,0.305322449,4.029964874,0.305322449,3.23125,0.22036,157.1498
173,25187,0,414.794447,15,3.00217,0.42,-43.513382,172.661003,0.073922,-0.032519,0.080758575,4.640456131,0.080758575,4.71409,0.66173,225.90367
184,25188,0,395.7939001,15.1,3.11877,0.42,-43.513497,172.661178,0.102661,-0.071846,0.125304145,4.623075381,0.125304145,4.73477,0.62701,127.43437
2584,25359,0,504.496242,19.7,1.75732,0.48,-43.501726,172.714687,-0.112222,-0.547492,0.558875002,3.556579017,0.558875002,2.95976,0.42546,127.36689
131,25499,0,462.3538747,15.6,2.44647,0.42,-43.514136,172.659532,-0.028934,-0.119691,0.123138588,4.621825831,0.123138588,4.77141,2.27548,214.23997
136,25500,0,446.6803598,17.8,2.94559,0.42,-43.514196,172.659709,-0.016305,-0.075133,0.076881862,4.609422342,0.076881862,5.07022,1.10629,122.79644
201,25503,0,312.4404982,20,2.93146,0.42,-43.514266,172.661678,0.255405,-0.20777,0.329241685,4.53070285,0.329241685,4.24,0.39756,123.08066
204,25504,0.15,290.8603624,20,2.79109,0.43,-43.5145,172.661776,0.25778,-0.219452,0.338540557,4.50453451,0.338540557,4.1624,0.34058,125.28627
209,25505,0,299.1089457,20,2.91728,0.43,-43.514266,172.66188,0.26173,-0.214361,0.338309372,4.523563058,0.338309372,4.20639,0.31807,125.37681
254,25506,0,486.8311079,20,2.8614,0.42,-43.510709,172.663582,0.326974,0.024887,0.327919745,4.785988165,0.327919745,4.43705,0.87544,125.36346
255,25507,0,524.3115031,20,1.82148,0.42,-43.510317,172.663605,0.308467,-0.023096,0.309330431,4.819932234,0.309330431,2.76714,1.32846,150.67666
258,25508,0,507.9445382,20,2.11092,0.42,-43.510464,172.663655,0.322869,-0.031697,0.324421163,4.804534597,0.324421163,3.65658,1.5381,152.87309
266,25509,0,215.4354528,20,2.63561,0.43,-43.513621,172.663926,0.227813,-0.218153,0.315419553,4.514337772,0.315419553,3.90271,0.30683,152.44735
270,25510,0,201.6141509,20,2.55166,0.43,-43.513567,172.664218,0.321169,-0.232829,0.396684849,4.505135504,0.396684849,3.81745,0.55731,129.81245
276,25511,0,190.1293088,20,2.50367,0.43,-43.513649,172.664308,0.33272,-0.243659,0.412398238,4.493758207,0.412398238,3.84904,0.79105,133.15149
444,25521,0,182.3972065,20,2.34923,0.45,-43.51435,172.673042,-0.033112,-0.197507,0.200263376,4.053602024,0.200263376,2.8065,1.21218,132.9808
448,25522,0,194.3753517,20,2.09274,0.45,-43.51435,172.673247,-0.022104,-0.19019,0.191470162,4.045736361,0.191470162,2.43244,0.97271,225.98358
461,25523,0,161.2628763,20,2.36342,0.45,-43.515317,172.67375,-0.074049,-0.113081,0.135168661,3.935521986,0.135168661,2.7394,0.69212,226.12023
474,25524,0,188.7711706,20,2.07177,0.45,-43.515253,172.674097,-0.008353,-0.066063,0.066588982,3.928272552,0.066588982,2.54176,0.5761,237.49452
502,25525,0.18,217.6990872,20,1.88878,0.45,-43.515657,172.674861,-0.011986,-0.031145,0.033371773,3.861373053,0.033371773,2.38467,0.0647,237.79034
508,25526,0.95,228.781353,18,1.8847,0.45,-43.51557,172.674952,-0.004628,-0.043638,0.043882724,3.866214485,0.043882724,2.42321,0.0647,241.38
521,25527,0,276.3559887,19.7,1.97865,0.45,-43.51502,172.675175,-0.018304,-0.07482,0.077026416,3.91028446,0.077026416,2.56144,0.18023,240.10497
536,25528,0,298.1937479,18.6,1.82824,0.45,-43.514956,172.675439,0.013476,-0.051735,0.053461321,3.906851153,0.053461321,2.337,0.26692,237.63146
707,25533,0,191.007405,20.1,1.75842,0.46,-43.514491,172.679207,-0.448278,-0.031537,0.449385967,3.820376453,0.449385967,2.45989,0.68861,237.70349
720,25534,0,207.9407412,15.2,1.83744,0.45,-43.513233,172.679589,-0.438134,-0.069496,0.443611425,3.909614173,0.443611425,2.4912,0.29595,109.94705
721,25535,0,197.6901485,16,1.89881,0.45,-43.513335,172.679676,-0.45203,-0.06492,0.456668071,3.896742028,0.456668071,2.50349,0.29588,108.07988
1100,25543,0,269.9845585,18.5,2.40468,0.45,-43.508846,172.686316,0.146944,-0.11249,0.185058205,4.040369169,0.185058205,2.31115,0.30449,108.21179
886,25557,0,175.4839304,20,2.65364,0.42,-43.499206,172.68363,-0.074652,-0.137605,0.156550494,5.04206496,0.156550494,3.27875,0.79904,260.88765
892,25558,0,182.8151066,20,2.61858,0.42,-43.499115,172.683654,-0.071196,-0.135949,0.153463354,5.049189654,0.153463354,3.16266,0.63259,146.22339
938,25559,0,235.2170101,20,2.88536,0.41,-43.498324,172.6843,-0.021541,-0.10887,0.110980591,5.092489482,0.110980591,3.56138,0.53062,146.28869
945,25561,0,229.2377043,20,2.88814,0.42,-43.49831,172.68455,-0.000026,-0.113541,0.113541003,5.082938563,0.113541003,3.65548,0.5247,157.11137
1107,25574,0,276.9348557,19.5,2.29565,0.45,-43.508674,172.686365,0.083376,-0.143409,0.165884594,4.055391335,0.165884594,2.1802,0.50597,160.67148
1112,25575,0,317.4817754,20,2.7959,0.42,-43.497381,172.686515,0.009917,-0.049787,0.050765069,5.086554739,0.050765069,3.86939,0.53753,260.83494
1134,25576,0.1,299.5063168,19.5,2.27415,0.45,-43.508929,172.686718,0.21137,-0.122222,0.244162844,4.018586551,0.244162844,2.15945,0.50104,180.39488
1137,25577,0,319.5999222,20,1.98579,0.45,-43.506845,172.686744,-0.086085,-0.074801,0.114043048,4.221981188,0.114043048,2.13925,0.16135,255.6152
1141,25578,0,308.7296226,20,2.83703,0.42,-43.497462,172.686837,0.028979,-0.04583,0.054223347,5.065906565,0.054223347,3.84523,0.71035,274.38768
1149,25579,0,313.0325532,20,2.16651,0.45,-43.508768,172.686838,0.152463,-0.134004,0.202982852,4.030216696,0.202982852,2.08147,0.58146,180.23541
1170,25582,0,345.9432154,20,2.08155,0.45,-43.50693,172.687062,-0.023423,-0.088277,0.091331625,4.203392209,0.091331625,2.1128,0.44709,260.69938
1178,25583,0,331.5364183,20,1.66219,0.44,-43.504902,172.687168,-0.076649,-0.144618,0.163674785,4.374653164,0.163674785,1.78788,0.25237,274.43846
1204,25586,0,353.8646029,19.8,1.84189,0.44,-43.505306,172.687385,-0.024041,-0.175025,0.176668391,4.329218738,0.176668391,1.94003,0.21589,283.27095
1206,25587,0,353.5177371,20,1.73711,0.44,-43.505159,172.687402,-0.033494,-0.212477,0.215100729,4.341295624,0.215100729,1.93765,0.23308,275.85531
1217,25590,0,358.1088212,20.3,1.75219,0.44,-43.504899,172.687507,-0.063005,-0.239396,0.247548126,4.35927868,0.247548126,1.91006,0.22997,275.77913
1223,25591,0,381.6694423,20.1,1.90816,0.45,-43.506818,172.687518,0.122066,-0.094304,0.154250941,4.191944228,0.154250941,2.08067,0.71478,283.31413
1239,25593,0,369.8253361,20,2.38374,0.42,-43.496943,172.68776,0.07752,-0.158988,0.17688,5.078180816,0.17688,3.25726,0.15117,274.38276
1244,25594,0,401.2974991,20,1.78894,0.45,-43.506893,172.687753,0.172398,-0.089953,0.194454654,4.174293623,0.194454654,1.88055,0.33762,184.38239
1255,25596,0,348.7818645,17.7,2.3256,0.42,-43.497141,172.6879,0.087406,-0.130629,0.157174249,5.0539145,0.157174249,3.3826,0.2851,274.4856
1256,25597,0,443.9256715,20.3,1.96803,0.48,-43.515956,172.687803,4.06891,0,4.06891,3.313203373,4.068912,2.55848,0.64879,184.38355
1257,25598,0,358.3049881,20.2,2.19713,0.47,-43.512326,172.687829,0.013943,-0.238392,0.238799399,3.652534358,0.238799399,2.7405,0.45458,291.98974
1259,25599,0,388.7405192,20,1.76092,0.44,-43.504969,172.687874,-0.062471,-0.271513,0.278607134,4.336300026,0.278607134,2.01695,0.4067,282.42248
1260,25600,0,308.9238455,19.2,2.41923,0.42,-43.497502,172.687914,0.165827,-0.079517,0.183906354,5.019158499,0.183906354,3.25601,0.38199,283.25547
1279,25602,0,384.2371759,20,1.98778,0.44,-43.504696,172.68797,-0.140852,-0.253573,0.290066462,4.356077669,0.290066462,1.96967,0.70671,184.56574
1292,25604,0,378.7296122,20,2.09104,0.47,-43.512509,172.688032,0.02527,-0.263628,0.264836356,3.62789338,0.264836356,2.56736,0.69708,33.54766
1298,25605,0,319.0097446,20,2.29611,0.42,-43.497429,172.688139,0.069939,-0.093191,0.116516206,5.017242456,0.116516206,3.26529,0.32578,282.31595
1300,25606,0,370.4086778,14.7,2.22514,0.42,-43.496964,172.688157,0.045861,-0.164756,0.171019797,5.060723452,0.171019797,3.28985,0.39414,187.6997
1303,25607,0.35,333.3122876,19.1,2.26262,0.42,-43.497303,172.688178,0.048181,-0.112405,0.122295923,5.027678121,0.122295923,3.29006,0.17909,186.82545
1307,25608,0,473.7372413,20,2.06136,0.48,-43.516138,172.688098,-0.257328,-0.085204,0.271067189,3.285029793,0.271067189,2.69,1.41494,187.90681
1319,25609,0,341.7277651,17.7,2.05643,0.44,-43.504368,172.688241,-0.187642,-0.184327,0.263032247,4.373044032,0.263032247,2.23915,0.3185,293.16564
1321,25610,0.08,430.552302,15.6,2.1486,0.45,-43.508431,172.688237,0.077922,-0.113893,0.13799802,4.017795364,0.13799802,2.04496,0.52034,33.54896
1336,25611,0,449.255424,20.2,2.06906,0.45,-43.508282,172.688439,0.049007,-0.106267,0.117022909,4.022683999,0.117022909,2.1291,0.08978,260.81329
1338,25613,0,495.7497114,20.3,2.22578,0.48,-43.516095,172.688417,-0.239082,-0.129024,0.271675165,3.276719708,0.271675165,3.36979,1.08012,260.8437
1347,25614,0,321.93897,18.9,2.16189,0.44,-43.504284,172.688509,-0.18365,-0.176733,0.254876197,4.368612841,0.254876197,2.30753,0.25734,291.47279
1350,25615,0,502.2408975,20.7,2.22521,0.48,-43.51614,172.688479,-0.268747,-0.130495,0.298753904,3.270200732,0.298753904,3.48192,0.25688,33.57939
1360,25616,0,512.7331897,19.4,2.02657,0.48,-43.516257,172.688553,-0.23344,-0.134755,0.269542471,3.256583748,0.269542471,2.79422,1.02931,291.7948
1370,25618,0,283.4919551,20,2.02981,0.44,-43.503972,172.688725,-0.188578,-0.16284,0.249155629,4.387097344,0.249155629,2.38576,0.73287,292.89479
1376,25619,0,349.5190641,20.5,2.14787,0.44,-43.504705,172.688772,-0.143248,-0.298671,0.331246669,4.319273168,0.331246669,2.52883,0.16212,33.52863
1378,25620,0,300.1890786,20,2.19392,0.44,-43.504185,172.688789,-0.192955,-0.188533,0.269770873,4.365124204,0.269770873,2.41627,0.15243,30.35061
1379,25621,0,123.0835331,20,3.46296,0.43,-43.499401,172.688834,0.120969,-0.270194,0.296037661,4.803560179,0.296037661,3.97275,1.14736,33.64718
1386,25625,0.24,349.4793719,20,2.17504,0.44,-43.504758,172.688901,-0.147883,-0.309799,0.343285307,4.308803427,0.343285307,2.44479,0.12705,207.30643
1391,25626,0,495.093998,18.5,1.88279,0.45,-43.50784,172.688929,-0.003779,-0.098413,0.098485529,4.037034285,0.098485529,1.98839,0.41045,28.39024
1397,25628,0,454.5058087,20,1.73945,0.45,-43.505827,172.688983,-0.09544,-0.235387,0.253999672,4.210089875,0.253999672,1.97717,0.03625,262.88683
1404,25633,0,432.0080787,20,1.77967,0.45,-43.505649,172.689118,-0.150983,-0.257593,0.298580006,4.219753603,0.298580006,2.07759,0.08859,22.96882
1406,25634,0,139.9512171,20,3.07137,0.43,-43.499362,172.689167,0.103003,-0.281917,0.300144653,4.794001781,0.300144653,3.86491,1.48001,22.93302
1422,25637,0,520.0783313,19.5,1.93019,0.45,-43.507918,172.689254,0.000747,-0.105982,0.105984633,4.014976921,0.105984633,1.96888,0.24978,208.89794
1450,25644,0,508.6055561,19.1,1.30003,0.47,-43.513185,172.689468,-0.263421,-0.242145,0.357805568,3.513590398,0.357805568,1.94115,0.25691,262.85214
1478,25648,0,502.8233922,20,1.52401,0.45,-43.506557,172.689883,-0.140622,-0.159819,0.2128771,4.104894513,0.2128771,1.99796,0.13826,283.14088
1479,25649,0,544.5616574,20,1.43051,0.47,-43.513412,172.689851,-0.299601,-0.173885,0.346405474,3.478889918,0.346405474,2.31531,0.159,17.284
1483,25651,0,192.5808494,18.8,2.26739,0.43,-43.49916,172.68995,0.036024,-0.312867,0.314934101,4.782539512,0.314934101,2.77678,0.2439,283.18022
1492,25653,0,180.877585,19.2,2.40183,0.43,-43.499328,172.690038,0.066674,-0.366311,0.372329385,4.763182234,0.372329385,2.8439,0.67916,217.57301
1511,25657,0,203.8917126,20,2.22534,0.43,-43.499215,172.690353,0.052146,-0.433361,0.436487069,4.761837123,0.436487069,2.68656,0.44515,205.34631
1515,25658,0,418.1024687,20,1.462,0.45,-43.505857,172.690328,-0.126426,-0.173999,0.215079486,4.147432802,0.215079486,1.8707,0.33706,209.16251
1516,25660,0,217.792157,17.9,2.14265,0.43,-43.499081,172.690376,0.040044,-0.374362,0.376497582,4.773738022,0.376497582,2.52833,0.38638,15.78888
1528,25661,0,387.6335703,20,1.56952,0.45,-43.505604,172.690483,-0.360342,-0.153594,0.391710957,4.163388121,0.391710957,1.9199,0.28391,208.72181
1530,25664,0,290.9543613,14.5,2.24801,0.43,-43.498381,172.690547,-0.020187,-0.622376,0.6227033,4.834287542,0.6227033,2.72424,1.60978,15.14634
1544,25666,0,294.7818806,13.1,2.10384,0.43,-43.498424,172.69071,-0.042868,-0.690773,0.692101873,4.824079323,0.692101873,2.67573,0.95714,214.64158
1561,25671,0,598.3483651,20,1.55405,0.46,-43.510266,172.690896,-0.12979,-0.211134,0.24783666,3.736221756,0.24783666,2.15075,0.39904,217.27948
1575,25679,0,290.4573337,20,1.85782,0.43,-43.498671,172.691246,-0.151037,-0.76525,0.780012652,4.780468868,0.780012652,2.23042,0.40577,263.52792
1582,25681,0,279.1736516,20,1.77877,0.43,-43.498809,172.69132,-0.145406,-0.742181,0.756290646,4.764450595,0.756290646,2.17718,0.58003,205.19302
1588,25683,0,198.0039752,20,2.08478,0.44,-43.504003,172.691365,-0.056467,-0.10261,0.117121024,4.272169507,0.117121024,2.44046,0.36961,205.18943
1601,25688,0,187.7698551,20,2.09769,0.44,-43.50394,172.691574,-0.075541,-0.084918,0.113655222,4.269452574,0.113655222,2.30604,0.33371,12.77896
1632,25697,0,352.694639,20,1.6545,0.45,-43.505466,172.691983,-0.319353,-0.118244,0.34054072,4.112071044,0.34054072,2.15381,0.47037,9.44693
1643,25700,0,360.1087248,20,1.58372,0.45,-43.505552,172.692238,-0.097372,-0.732444,0.738888029,4.093598328,0.738888029,2.14859,0.15693,5.55795
1696,25733,0,170.7186451,20.1,1.98465,0.45,-43.503778,172.694102,-0.131324,0.292105,0.320267582,4.185562179,0.320267582,2.07293,0.46944,5.48534
1698,25737,0,122.0951206,20,1.94254,0.45,-43.503321,172.6942,-0.130553,0.331678,0.356446885,4.225389942,0.356446885,2.04964,0.48815,349.44253
1700,25738,0,136.1318979,20.2,2.03299,0.45,-43.503438,172.694287,-0.133274,0.322045,0.348532554,4.211002162,0.348532554,2.11053,0.10376,349.46554
1713,25745,0,591.16735,20,1.82422,0.42,-43.494128,172.694785,0.051796,0.015909,0.054184148,5.058891242,0.054184148,2.61964,1.28977,349.64663
1714,25746,0,584.1778648,20,1.61352,0.42,-43.494282,172.694843,0.046954,0.005219,0.047243159,5.042361687,0.047243159,2.42613,0.23601,98.60479
1715,25747,0,587.245985,15.9,1.93497,0.42,-43.494055,172.69485,0.05005,0.030663,0.058696014,5.062675195,0.058696014,2.61773,0.0415,97.0164
1728,25748,0,570.0460743,20,2.0008,0.42,-43.493799,172.695081,0.018337,0.153305,0.154397761,5.075935427,0.154397761,2.58307,0.50493,99.45803
1740,25752,0,557.7126502,20,2.0554,0.42,-43.49382,172.695232,0.038611,0.174132,0.178361326,5.067475074,0.178361326,2.85153,0.50493,94.09796
